Program Name,State Name,District Name,Started,In-Progress,Submitted
21st Century Skills,Haryana,Palwal,15,2,58
21st Century Skills,Haryana,Panchkula,190,8,363
21st Century Skills,Haryana,Sonepat,137,1,184
21st Century Skills,Haryana,Yamunanagar,94,6,88
21st Century Skills,Haryana,Faridabad,153,4,196
21st Century Skills,Haryana,Charkhi Dadri,9,0,12
21st Century Skills,Haryana,Jind,348,13,769
21st Century Skills,Haryana,Gurugram,276,9,674
21st Century Skills,Haryana,Karnal,229,3,1133
21st Century Skills,Haryana,Mahendergarh,442,27,1233
21st Century Skills,Haryana,Bhiwani,410,23,879
21st Century Skills,Haryana,Ambala,366,29,559
21st Century Skills,Haryana,Rewari,366,19,663
21st Century Skills,Haryana,Rohtak,270,17,576
21st Century Skills,Haryana,Sirsa,807,29,2066
21st Century Skills,Haryana,Jhajjar,182,6,383
21st Century Skills,Haryana,Kurukshetra,136,4,307
21st Century Skills,Haryana,Fatehabad,952,18,2179
21st Century Skills,Haryana,Kaithal,340,20,1018
21st Century Skills,Haryana,Hisar,164,12,325
21st Century Skills,Haryana,Panipat,170,2,463
21st Century Skills,Haryana,Nuh,691,24,4238
Aao School Chalein,Haryana,Charkhi Dadri,38,5,49
Aao School Chalein,Haryana,Ambala,21,3,42
Aao School Chalein,Haryana,Kurukshetra,14,0,40
Aao School Chalein,Haryana,Bhiwani,30,8,51
Aao School Chalein,Haryana,Rewari,17,2,45
Aao School Chalein,Haryana,Jhajjar,16,4,44
Aao School Chalein,Haryana,Panchkula,28,5,58
Aao School Chalein,Haryana,Panipat,12,7,36
Aao School Chalein,Haryana,Mahendergarh,13,5,54
Aao School Chalein,Haryana,Hisar,23,1,85
Aao School Chalein,Haryana,Palwal,19,1,25
Aao School Chalein,Haryana,Yamunanagar,15,2,48
Aao School Chalein,Haryana,Nuh,5,0,32
Aao School Chalein,Haryana,Sirsa,11,5,61
Aao School Chalein,Haryana,Kaithal,29,3,67
Aao School Chalein,Haryana,Sonepat,6,0,6
Aao School Chalein,Haryana,Karnal,17,8,37
Aao School Chalein,Haryana,Rohtak,16,1,41
Aao School Chalein,Haryana,Faridabad,8,0,12
Aao School Chalein,Haryana,Jind,30,1,76
Aao School Chalein,Haryana,Gurugram,23,4,32
Aao School Chalein,Haryana,Fatehabad,30,5,46
Aao School Chalein 2024-25,Haryana,Kaithal,25,3,304
Aao School Chalein 2024-25,Haryana,Kurukshetra,70,5,194
Aao School Chalein 2024-25,Haryana,Hisar,118,19,427
Aao School Chalein 2024-25,Haryana,Jind,36,5,157
Aao School Chalein 2024-25,Haryana,Fatehabad,60,5,174
Aao School Chalein 2024-25,Haryana,Rohtak,55,5,175
Aao School Chalein 2024-25,Haryana,Sirsa,54,6,329
Aao School Chalein 2024-25,Haryana,Panchkula,31,3,151
Aao School Chalein 2024-25,Haryana,Charkhi Dadri,51,6,80
Aao School Chalein 2024-25,Haryana,Karnal,26,6,125
Aao School Chalein 2024-25,Haryana,Yamunanagar,24,1,114
Aao School Chalein 2024-25,Haryana,Jhajjar,40,7,121
Aao School Chalein 2024-25,Haryana,Gurugram,45,7,104
Aao School Chalein 2024-25,Haryana,Nuh,51,9,220
Aao School Chalein 2024-25,Haryana,Mahendergarh,66,13,223
Aao School Chalein 2024-25,Haryana,Faridabad,35,3,22
Aao School Chalein 2024-25,Haryana,Palwal,47,5,75
Aao School Chalein 2024-25,Haryana,Panipat,58,2,264
Aao School Chalein 2024-25,Haryana,Ambala,61,6,150
Aao School Chalein 2024-25,Haryana,Sonepat,58,6,266
Aao School Chalein 2024-25,Haryana,Rewari,8,0,126
Aao School Chalein 2024-25,Haryana,Bhiwani,73,11,179
DIET MUZAFFARPUR _DEP_2025-26,Bihar,Muzaffarpur,3142,284,21848
DIET Begusarai_MIP_2025-26,Bihar,Begusarai,978,76,8098
DIET_SONPUR _SARAN _MIP_2025-26,Bihar,Saran,780,98,7608
DEP_Begusarai_बच्चों की कक्षा में सक्रिय भागीदारी,Bihar,Begusarai,2075,179,4550
BR_DIET_BEGUSARAI_ध्वनि जागरूकता का विकास,Bihar,Begusarai,1960,113,2695
DIET DARBHANGA _MIP_प्राथमिक कक्षाओं में चित्र-पठन कौशल,Bihar,Darbhanga,1321,123,2473
DIETBGP_MIP_2025-26,Bihar,Bhagalpur,574,107,3107
DIET KAIMUR_DEP,Bihar,Kaimur (Bhabua),1527,103,1732
BR_DIET_Motihari_MIP_2025-26,Bihar,E. Champaran,974,198,1636
DIET PATNA_DEP_Year1,Bihar,Patna,860,29,1763
DIET_Saran_DEP_2024-25,Bihar,Saran,978,56,1605
DIET Bhagalpur_MIP_आओ पढ़ना सीखें,Bihar,Bhagalpur,1483,84,1048
BR_DIET_Katihar_MIP_2025-26,Bihar,Katihar,448,30,1369
BH_DIET_Lakhisarai_MIP_2025-26,Bihar,Lakhisarai,435,53,1282
DIET BHAGALPUR_MIP_लेखन के प्रारंभिक स्तर,Bihar,Bhagalpur,1141,51,572
BR_DIET_Kaimur_MIP_2025-26,Bihar,Kaimur (Bhabua),366,42,1300
DIET_DARBHANGA_डिजिटल प्लेटफार्म टूल्स-ऑनलाइन शिक्षा के लिए,Bihar,Darbhanga,1262,31,372
BR_DIET_NALANDA _MIP_ध्वनि जागरूकता एवं डिकोडिंग के समझ का विकास,Bihar,Nalanda,1352,27,241
DIET MUZAFFARPUR _DEP_2024-25,Bihar,Muzaffarpur,1058,47,506
BH_DIET_KAIMUR_आओ सुने-समझें और बोलें,Bihar,Kaimur (Bhabua),559,28,888
BH_Parents Teacher Meeting based MIP,Bihar,Sheikhpura,4,0,1
BH_Parents Teacher Meeting based MIP,Bihar,Araria,14,1,7
BH_Parents Teacher Meeting based MIP,Bihar,Gopalganj,10,0,5
BH_Parents Teacher Meeting based MIP,Bihar,Supaul,11,0,10
BH_Parents Teacher Meeting based MIP,Bihar,Aurangabad (Bihar),3,0,4
BH_Parents Teacher Meeting based MIP,Bihar,Saran,19,0,18
BH_Parents Teacher Meeting based MIP,Bihar,Gaya,24,0,7
BH_Parents Teacher Meeting based MIP,Bihar,E. Champaran,26,1,8
BH_Parents Teacher Meeting based MIP,Bihar,Siwan,8,0,9
BH_Parents Teacher Meeting based MIP,Bihar,Sitamarhi,2,0,2
BH_Parents Teacher Meeting based MIP,Bihar,Nalanda,13,0,8
BH_Parents Teacher Meeting based MIP,Bihar,Kaimur (Bhabua),14,0,2
BH_Parents Teacher Meeting based MIP,Bihar,Saharsa,1,0,0
BH_Parents Teacher Meeting based MIP,Bihar,Katihar,1,0,4
BH_Parents Teacher Meeting based MIP,Bihar,Arwal,3,0,2
BH_Parents Teacher Meeting based MIP,Bihar,Kishanganj,0,0,1
BH_Parents Teacher Meeting based MIP,Bihar,Begusarai,19,0,6
BH_Parents Teacher Meeting based MIP,Bihar,Rohtas,4,0,4
BH_Parents Teacher Meeting based MIP,Bihar,Lakhisarai,12,0,5
BH_Parents Teacher Meeting based MIP,Bihar,Jehanabad,6,0,3
BH_Parents Teacher Meeting based MIP,Bihar,Muzaffarpur,19,0,8
BH_Parents Teacher Meeting based MIP,Bihar,Madhepura,21,0,11
BH_Parents Teacher Meeting based MIP,Bihar,Jamui,6,0,4
BH_Parents Teacher Meeting based MIP,Bihar,Purnia,19,0,9
BH_Parents Teacher Meeting based MIP,Bihar,Bhojpur,19,0,18
BH_Parents Teacher Meeting based MIP,Bihar,Samastipur,12,1,9
BH_Parents Teacher Meeting based MIP,Bihar,Madhubani,4,0,1
BH_Parents Teacher Meeting based MIP,Bihar,Vaishali,19,3,11
BH_Parents Teacher Meeting based MIP,Bihar,Nawada,3,0,3
BH_Parents Teacher Meeting based MIP,Bihar,Darbhanga,28,0,4
BH_Parents Teacher Meeting based MIP,Bihar,W Champaran,2,0,2
BH_Parents Teacher Meeting based MIP,Bihar,Buxar,17,0,4
BH_Parents Teacher Meeting based MIP,Bihar,Patna,45,1,10
BH_Parents Teacher Meeting based MIP,Bihar,Munger,7,0,3
BH_Parents Teacher Meeting based MIP,Bihar,Banka,6,0,2
BH_Parents Teacher Meeting based MIP,Bihar,Bhagalpur,4,0,1
BH_Parents Teacher Meeting based MIP,Bihar,Sheohar,0,0,2
Bihar Project Based Learning Program,Bihar,Banka,167,4,37
Bihar Project Based Learning Program,Bihar,Jamui,124,7,23
Bihar Project Based Learning Program,Bihar,Begusarai,780,90,1505
Bihar Project Based Learning Program,Bihar,Khagaria,83,1,20
Bihar Project Based Learning Program,Bihar,Aurangabad (Bihar),506,52,319
Bihar Project Based Learning Program,Bihar,Gopalganj,65,7,34
Bihar Project Based Learning Program,Bihar,Madhepura,43,7,12
Bihar Project Based Learning Program,Bihar,Vaishali,264,28,231
Bihar Project Based Learning Program,Bihar,Supaul,475,49,151
Bihar Project Based Learning Program,Bihar,Saharsa,47,8,25
Bihar Project Based Learning Program,Bihar,Gaya,179,19,53
Bihar Project Based Learning Program,Bihar,Pashchim Champaran,92,5,28
Bihar Project Based Learning Program,Bihar,Araria,56,3,28
Bihar Project Based Learning Program,Bihar,Jehanabad,359,75,269
Bihar Project Based Learning Program,Bihar,Bhagalpur,652,31,245
Bihar Project Based Learning Program,Bihar,Muzaffarpur,149,2,25
Bihar Project Based Learning Program,Bihar,Kishanganj,25,0,2
Bihar Project Based Learning Program,Bihar,Kaimur (Bhabua),332,36,286
Bihar Project Based Learning Program,Bihar,Patna,374,26,191
Bihar Project Based Learning Program,Bihar,Saran,492,40,260
Bihar Project Based Learning Program,Bihar,Bhojpur,348,40,208
Bihar Project Based Learning Program,Bihar,Purnia,128,4,50
Bihar Project Based Learning Program,Bihar,Purba Champaran,309,31,223
Bihar Project Based Learning Program,Bihar,Munger,70,5,51
Bihar Project Based Learning Program,Bihar,Sheikhpura,291,10,72
Bihar Project Based Learning Program,Bihar,Rohtas,471,38,245
Bihar Project Based Learning Program,Bihar,Siwan,884,131,1836
Bihar Project Based Learning Program,Bihar,Katihar,108,6,43
Bihar Project Based Learning Program,Bihar,Nalanda,44,3,17
Bihar Project Based Learning Program,Bihar,Nawada,609,46,390
Bihar Project Based Learning Program,Bihar,Sitamarhi,75,2,23
Bihar Project Based Learning Program,Bihar,Samastipur,275,31,86
Bihar Project Based Learning Program,Bihar,Madhubani,60,4,36
Bihar Project Based Learning Program,Bihar,Buxar,430,26,297
Bihar Project Based Learning Program,Bihar,Lakhisarai,222,23,88
Bihar Project Based Learning Program,Bihar,Arwal,135,29,312
Bihar Project Based Learning Program,Bihar,Sheohar,15,2,5
Bihar Project Based Learning Program,Bihar,Darbhanga,401,34,141
Bihar Project Based Learning Program Year 2,Bihar,Jamui,2227,129,2721
Bihar Project Based Learning Program Year 2,Bihar,Sheikhpura,689,72,557
Bihar Project Based Learning Program Year 2,Bihar,Kaimur (Bhabua),2122,99,4793
Bihar Project Based Learning Program Year 2,Bihar,Muzaffarpur,3749,166,7082
Bihar Project Based Learning Program Year 2,Bihar,Sheohar,238,16,350
Bihar Project Based Learning Program Year 2,Bihar,Araria,1302,201,1622
Bihar Project Based Learning Program Year 2,Bihar,Pashchim Champaran,79,6,98
Bihar Project Based Learning Program Year 2,Bihar,Nawada,1484,95,2185
Bihar Project Based Learning Program Year 2,Bihar,W Champaran,1159,43,1147
Bihar Project Based Learning Program Year 2,Bihar,Saharsa,1123,87,998
Bihar Project Based Learning Program Year 2,Bihar,Rohtas,1766,70,3150
Bihar Project Based Learning Program Year 2,Bihar,Sitamarhi,1478,100,1225
Bihar Project Based Learning Program Year 2,Bihar,Begusarai,3062,175,6531
Bihar Project Based Learning Program Year 2,Bihar,Samastipur,2326,94,4745
Bihar Project Based Learning Program Year 2,Bihar,Supaul,1509,102,1854
Bihar Project Based Learning Program Year 2,Bihar,Katihar,1427,82,4077
Bihar Project Based Learning Program Year 2,Bihar,Banka,1618,78,2168
Bihar Project Based Learning Program Year 2,Bihar,Buxar,1102,89,1925
Bihar Project Based Learning Program Year 2,Bihar,Lakhisarai,1271,106,1929
Bihar Project Based Learning Program Year 2,Bihar,Nalanda,3061,188,5391
Bihar Project Based Learning Program Year 2,Bihar,Gaya,2986,163,3973
Bihar Project Based Learning Program Year 2,Bihar,Purba Champaran,225,14,165
Bihar Project Based Learning Program Year 2,Bihar,Bhagalpur,2604,121,3002
Bihar Project Based Learning Program Year 2,Bihar,Arwal,402,55,1006
Bihar Project Based Learning Program Year 2,Bihar,Saran,3247,209,5312
Bihar Project Based Learning Program Year 2,Bihar,Kishanganj,829,38,989
Bihar Project Based Learning Program Year 2,Bihar,E. Champaran,2434,191,6950
Bihar Project Based Learning Program Year 2,Bihar,Khagaria,692,46,885
Bihar Project Based Learning Program Year 2,Bihar,Darbhanga,2473,80,2727
Bihar Project Based Learning Program Year 2,Bihar,Jehanabad,831,85,2743
Bihar Project Based Learning Program Year 2,Bihar,Madhepura,1234,107,4415
Bihar Project Based Learning Program Year 2,Bihar,Madhubani,1522,87,2218
Bihar Project Based Learning Program Year 2,Bihar,Purnia,2021,162,2569
Bihar Project Based Learning Program Year 2,Bihar,Siwan,2198,209,6036
Bihar Project Based Learning Program Year 2,Bihar,Bhojpur,2396,262,4086
Bihar Project Based Learning Program Year 2,Bihar,Aurangabad (Bihar),1563,81,3061
Bihar Project Based Learning Program Year 2,Bihar,Patna,3431,216,5982
Bihar Project Based Learning Program Year 2,Bihar,Gopalganj,1622,153,3720
Bihar Project Based Learning Program Year 2,Bihar,Vaishali,2641,219,7370
Bihar Project Based Learning Program Year 2,Bihar,Munger,968,72,1438
Bihar Project Based Learning Program Year 3,Bihar,Bhagalpur,1968,151,4798
Bihar Project Based Learning Program Year 3,Bihar,Madhepura,848,60,6785
Bihar Project Based Learning Program Year 3,Telangana,Vikarabad,0,0,1
Bihar Project Based Learning Program Year 3,Bihar,Patna,2311,177,4807
Bihar Project Based Learning Program Year 3,Bihar,Samastipur,1428,93,6334
Bihar Project Based Learning Program Year 3,Bihar,Darbhanga,1571,181,7276
Bihar Project Based Learning Program Year 3,Bihar,Munger,758,61,3022
Bihar Project Based Learning Program Year 3,Bihar,Gaya,2353,241,9743
Bihar Project Based Learning Program Year 3,Bihar,Sheohar,187,13,602
Bihar Project Based Learning Program Year 3,Bihar,Lakhisarai,601,52,2678
Bihar Project Based Learning Program Year 3,Bihar,Begusarai,2166,142,6449
Bihar Project Based Learning Program Year 3,Bihar,Bhojpur,1101,113,6801
Bihar Project Based Learning Program Year 3,Delhi,New Delhi,1,0,0
Bihar Project Based Learning Program Year 3,Bihar,Sheikhpura,290,28,633
Bihar Project Based Learning Program Year 3,Uttar Pradesh,Ghaziabad,1,0,1
Bihar Project Based Learning Program Year 3,Bihar,Jamui,1193,93,4561
Bihar Project Based Learning Program Year 3,Bihar,Kishanganj,480,41,1674
Bihar Project Based Learning Program Year 3,Bihar,Kaimur (Bhabua),968,40,5541
Bihar Project Based Learning Program Year 3,Bihar,Rohtas,917,67,5972
Bihar Project Based Learning Program Year 3,Bihar,Saran,2622,165,6530
Bihar Project Based Learning Program Year 3,Jharkhand,Giridih,1,0,0
Bihar Project Based Learning Program Year 3,Bihar,Aurangabad (Bihar),1126,108,5690
Bihar Project Based Learning Program Year 3,Bihar,Sitamarhi,954,140,4256
Bihar Project Based Learning Program Year 3,Bihar,E. Champaran,2396,227,10371
Bihar Project Based Learning Program Year 3,Bihar,Gopalganj,898,71,4774
Bihar Project Based Learning Program Year 3,Bihar,Supaul,883,91,2310
Bihar Project Based Learning Program Year 3,Bihar,Jehanabad,582,74,2281
Bihar Project Based Learning Program Year 3,Bihar,Muzaffarpur,3824,139,9482
Bihar Project Based Learning Program Year 3,Bihar,Saharsa,612,59,1525
Bihar Project Based Learning Program Year 3,Bihar,Khagaria,258,18,616
Bihar Project Based Learning Program Year 3,Bihar,Katihar,1252,94,3667
Bihar Project Based Learning Program Year 3,Uttar Pradesh,Ghazipur,0,0,1
Bihar Project Based Learning Program Year 3,Bihar,Siwan,1302,193,6419
Bihar Project Based Learning Program Year 3,Bihar,Banka,886,88,4589
Bihar Project Based Learning Program Year 3,Uttar Pradesh,Jaunpur,0,0,1
Bihar Project Based Learning Program Year 3,Bihar,W Champaran,1126,127,2978
Bihar Project Based Learning Program Year 3,Bihar,Purnia,1051,118,3705
Bihar Project Based Learning Program Year 3,Bihar,Nawada,907,101,2741
Bihar Project Based Learning Program Year 3,Bihar,Vaishali,1641,204,8598
Bihar Project Based Learning Program Year 3,Bihar,Arwal,305,29,1033
Bihar Project Based Learning Program Year 3,Bihar,Madhubani,1012,107,2776
Bihar Project Based Learning Program Year 3,Bihar,Nalanda,1425,140,6047
Bihar Project Based Learning Program Year 3,Bihar,Buxar,823,73,2782
Bihar Project Based Learning Program Year 3,Uttar Pradesh,Lucknow,2,0,3
Bihar Project Based Learning Program Year 3,Bihar,Araria,696,85,2189
DIET GAYA_MIP_2024-25,Bihar,Gaya,948,37,386
BH_DIET_KATIHAR_MIP_लेखन कौशल विकास,Bihar,Katihar,678,33,635
BH_DIET_Samastipur_MIP_2025-26,Bihar,Samastipur,470,38,768
BH_DIET_Gaya_MIP_2025-26,Bihar,Gaya,494,28,652
DIET Gopalganj_DEP,Bihar,Gopalganj,677,47,374
BH_DIET_Madhepura_गणित की बुनियाद: जोड़ और घटाव,Bihar,Madhepura,369,15,644
DEP_DIET SHAHPUR BEGUSARAI,Bihar,Begusarai,646,23,336
BH_DIET_Siwan_MIP_2025-26,Bihar,Siwan,224,52,688
BR_DIET_DARBHANGA_MIP_अंको की पहचान,Bihar,Darbhanga,428,17,490
DIET MUZAFFARPUR _DEP,Bihar,Muzaffarpur,583,19,242
MIP_DIET NAWADA_गणित में स्थानीय मान की समझ,Bihar,Nawada,493,33,254
DIET NALANDA _MIP_मौखिक भाषा विकास की समझ के लिए कक्षा-कक्ष की प्रक्रियाएँ,Bihar,Nalanda,644,20,108
MIP_DIET NAWADA_गणितीय कौशल,Bihar,Nawada,597,33,121
MIP_DIET NAWADA_शब्दों की दुनियाँ,Bihar,Nawada,482,16,197
DIET Vaishali_DEP,Bihar,Vaishali,447,21,211
DIET Katihar_DEP,Bihar,Katihar,427,21,207
DEP DIET BHAGALPUR_साइबर हाईजीन प्रैक्टिसेज,Bihar,Bhagalpur,557,6,81
DIET_BUXAR_MIP_प्राथमिक स्तर पर पठन कौशल का विकास,Bihar,Buxar,406,21,197
DIET Darbhanga_DEP_2024-25,Bihar,Darbhanga,384,6,199
"BH_DIET_BANKA _किसने सीखा,कितना सीखा",Bihar,Banka,462,8,106
DIET Samastipur_DEP_Year 1,Bihar,Samastipur,391,11,172
DIET GAYA_MIP_2025-26,Bihar,Gaya,358,19,179
DIET Vaishali_MIP_2025-26,Bihar,Vaishali,262,46,230
DIETBXR_MIP_2025-26,Bihar,Buxar,226,10,288
DIET PATNA_DEP_YEAR3,Bihar,Patna,405,6,111
DEP DIET Tarar aurangabad,Tripura,Gomati,0,0,2
DIET Bhagalpur_MIP_समझ के साथ पढ़ना,Bihar,Bhagalpur,306,6,203
DEP_Motihari_कक्षाओं में प्रिंट भरा वातावरण कैसे बनाएं,Bihar,E. Champaran,401,12,100
DEP DIET Tarar aurangabad,Bihar,Aurangabad (Bihar),371,4,113
BH_DIET NAWADA_बुनियादी भाषा और साक्षरता,Bihar,Nawada,243,24,195
BR_DIET_Patna_MIP_2025-26,Bihar,Patna,180,14,260
DIET Saran_DEP_Year 1,Bihar,Saran,315,10,96
DIETNLD_MIP_2025-26,Bihar,Nalanda,266,16,128
DIET Motihari_DEP,Bihar,E. Champaran,267,8,120
BR_DIET_Madhubani_DEP_आओ सीखें खेल-खेल में जोड़ -घटाव,Bihar,Madhubani,273,5,107
DIET Motihari_DEP_2024-25,Bihar,E. Champaran,225,7,90
प्रिंट रिच - पढ़ने का वातावरण,Bihar,Gaya,211,6,103
DIET Lakhisarai_DEP_Year 1,Bihar,Lakhisarai,256,8,42
Mission Pragati,Bihar,Muzaffarpur,244,15,45
MIP_DIET Banka_शब्दो के संग खेले खेल,Bihar,Banka,103,6,190
BR_DIET_Gopalganj_MIP_2025-26,Bihar,Gopalganj,134,6,144
BR_DIETKUMARBAG_DEP_Year_1,Bihar,W Champaran,174,6,101
BH_DIET_Nawada_MIP_2025-26,Bihar,Nawada,90,15,169
BR_DIET_Banka_MIP_2025-26,Bihar,Banka,130,10,133
BR_DIET_MADHUBANI_DEP_आओ सीखें खेल-खेल में गुणा भाग,Bihar,Madhubani,191,5,68
DIETMDP_MIP_2025-26,Bihar,Madhepura,100,14,135
संख्या ज्ञान : आओ खेलें सीखें गणित,Bihar,Madhepura,150,11,45
DIET Vaishali_MIP_बुनियादी संख्या ज्ञान,Bihar,Vaishali,123,10,63
DIET Siwan_DEP_Year 1,Bihar,Siwan,124,4,67
DIET Gopalganj_DEP_2024-25,Bihar,Gopalganj,115,5,63
DEP_BUXAR_पाठ्यचर्या और समावेशी कक्षा,Bihar,Buxar,148,9,24
MIP_DIET Banka_आकृतियों की दुनियाँ1,Bihar,Banka,117,5,49
BH_DIET_Madhubani_MIP_2025-26,Bihar,Madhubani,62,4,104
BH_DIET_Munger_DEP_MIP_2024-25,Bihar,Munger,132,5,26
DIET Khagaria_DEP,Bihar,Khagaria,105,2,30
DIET Kishanganj_DEP,Bihar,Kishanganj,102,2,25
DIET Bhojpur_DEP_2024-25,Bihar,Bhojpur,78,5,42
DIET_Vaishali_ DEP_2024-25,Bihar,Vaishali,79,3,41
BH_DIET_Kumarbagh_MIP_2025-26,Bihar,W Champaran,88,4,0
BR_DIET_DUMRAON_BUXAR_MIP_प्रारम्भिक शालाओं का साहित्य,Bihar,Buxar,67,4,15
DIET Khagaria_DEP_2024-25,Bihar,Khagaria,69,2,14
DEP_BANKA_बच्चों की कक्षा में सक्रिय भागीदारी,Bihar,Banka,70,5,9
DIET_Samastipur_ DEP_2024-25,Bihar,Samastipur,64,0,19
DIET_Sitamarhi_DEP_डिकोडिंग कौशल का विकास,Bihar,Sitamarhi,66,3,12
DIET Siwan_DEP_Year 1,Tripura,Gomati,0,0,2
मौखिक भाषा विकास,Bihar,Sitamarhi,57,2,22
BR_DIET_Sheohar_DEP_MIP_2024-25,Bihar,Sheohar,58,2,19
BH_DIET_Sasaram_MIP_2025-26,Bihar,Rohtas,44,1,31
BH_DIET_Buxar Year-2,Bihar,Buxar,52,1,20
BR_DIET_Sheikhpura_मौखिक भाषा का विकास,Bihar,Sheikhpura,56,0,15
BR_DIET_Kishanganj_DEP_MIP_2024-25,Bihar,Kishanganj,53,1,16
पठन कौशल विकास,Bihar,Purnia,42,1,27
DIET_BUXAR_MIP_प्राथमिक स्तर पर पठन कौशल का विकास,Tripura,Gomati,0,0,1
DIET_AUR_MIP_2025-26,Bihar,Aurangabad (Bihar),56,4,8
BR_DIET_Purnia_MIP_2025-26,Bihar,Purnia,46,4,14
BH_DIET_Araria Year-2,Bihar,Araria,46,0,17
BH_DIET_Sitamarhi_MIP_2025-26,Bihar,Sitamarhi,36,5,19
BR_DIET_Khagaria_MIP_2025-26,Bihar,Khagaria,42,0,6
DIET Darbhanga_MIP_2025-26,Bihar,Darbhanga,32,0,16
BH_DIET_Kishanganj_MIP_2025-26,Bihar,Kishanganj,39,1,7
DIET_Purnia_DEP_2024-25,Bihar,Purnia,27,0,19
